label,big_3_affiliation,year,#_of_connected_artists,#_of_connected_artists_rolling5,total_power_of_connected_artists,total_power_of_connected_artists_rolling5
Spectrum Music,Other,1967,1,3,56,204
Spectrum Music,Other,1970,1,2,97,153
Spectrum Music,Other,1973,1,2,95,192
Spectrum Music,Other,1976,1,2,95,190
Spectrum Music,Other,1982,1,1,38,38
Spectrum Music,Other,1983,1,2,76,114
Spectrum Music,Other,1984,2,4,199,313
Spectrum Music,Other,1985,1,5,98,411
Spectrum Music,Other,1986,2,7,108,519
Spectrum Music,Other,1989,1,4,97,303
Spectrum Music,Other,1992,1,2,97,194
Spectrum Music,Other,1997,1,1,100,100
Spicebush Swallowtail Records,Other,1976,1,1,87,87
Spinefarm Records,Universal,2009,1,1,94,94
Spinefarm Records,Universal,2011,1,2,-97,-3
Spinefarm Records,Universal,2014,1,1,47,-50
Spinefarm Records,Universal,2016,1,1,21,68
Spinefarm Records,Universal,2023,1,1,85,85
Spinefarm Records U.K.,Other,2019,1,1,95,95
Spinnin’ Records,Other,1991,1,1,100,100
Spinnin’ Records,Other,2002,1,1,92,92
Spinnin’ Records,Other,2014,1,1,97,97
Spirit Music Group,Other,2007,1,1,38,38
Spirit Recordings,Other,1969,1,1,97,97
Spitfire Records,Other,2003,1,1,51,51
Spitfire Records,Other,2004,1,1,61,112
Splasc(H) Records,Other,2012,1,1,32,32
Spoiled Rotten Entertainment,Other,1994,1,1,98,98
Spontaneous Records,Other,1977,1,1,98,98
Spring Records,Other,1971,1,1,90,90
Spring Records,Other,1973,1,1,39,129
Spunk!,Other,2009,1,1,89,89
Spunk!,Other,2012,1,1,91,180
Spunk!,Other,2013,1,2,78,258
Spunk!,Other,2015,1,2,95,264
Stage Three Music Ltd.,Other,2006,1,1,66,66
Standby Records,Other,2010,1,1,65,65
Standby Records,Other,2011,1,1,84,149
Standby Records,Other,2013,1,1,94,243
Stang Records,Other,1968,1,1,44,44
Star Mark,Other,2019,1,1,100,100
Star Song,Other,1996,1,1,66,66
Star Song,Other,1998,1,1,40,106
Star Song,Other,2006,1,1,50,50
Star Trak,Other,2002,1,1,97,97
Star Trak,Other,2003,1,2,74,171
Star Trak,Other,2004,1,3,95,266
Star Trak,Other,2006,1,4,96,362
Star Trak,Other,2008,1,2,42,233
Star Trak,Other,2010,1,1,47,185
Star Trak,Other,2013,1,1,100,147
StarTime International,Other,2011,1,1,98,98
Stardust,Other,1969,1,1,100,100
Stardust Records,Other,1959,1,1,99,99
Stateside,Other,1968,1,1,58,58
Stateside,Other,1969,1,2,38,96
Statik Records,Other,1983,1,1,98,98
Stax,Other,1963,1,1,91,91
Stax,Other,1964,1,2,9,100
Stax,Other,1967,1,3,92,192
Stax,Other,1968,2,4,122,223
Stax,Other,1969,2,4,54,268
Stax,Other,1971,5,8,369,637
Stax,Other,1972,1,7,100,645
Stax,Other,1973,1,6,47,570
Stax,Other,1974,1,5,-81,435
Stax Records,Other,1971,1,1,89,89
Steamhammer,Other,1997,1,1,19,19
Steamhammer,Other,2001,1,1,-64,-45
Steamhammer,Other,2014,1,1,92,92
Steed Records,Other,1968,1,1,80,80
Steed Records,Other,1969,1,1,92,172
Stentor,Other,1992,1,1,99,99
Stiff Records,Other,1983,1,1,94,94
Stiff Records,Other,1984,1,2,93,187
Stomp,Other,2005,1,1,66,66
Stomp,Other,2007,2,2,175,241
Stoned Records,Other,1984,1,1,93,93
Straight Records,Other,1969,1,1,-92,-92
Straight Records,Other,1971,1,1,66,-26
Strainge Entertainment,Other,2017,2,2,156,156
StreamCut,Other,2021,1,1,98,98
Streamline,Other,2013,1,1,99,99
Streamline Records,Universal,2013,1,1,99,99
Street Mob Records,Other,2023,1,1,87,87
Street Mob Records,Other,2025,1,1,99,186
Street Records Corporation,Other,2003,1,1,92,92
Street Records Corporation,Other,2004,2,3,187,279
Street Records Corporation,Other,2009,1,1,74,74
Street Records Corporation,Other,2012,1,1,94,168
Streetwise,Other,1983,1,1,55,55
Suave House,Other,1994,2,2,-10,-10
Suave House,Other,1995,2,2,186,176
Sub Pop Records,Warner,2007,2,2,165,165
Sub Pop Records,Warner,2008,1,3,65,230
Sub Pop Records,Warner,2010,1,4,58,288
Sub Pop Records,Warner,2011,1,5,-8,280
Sub Pop Records,Warner,2012,1,4,-22,93
Sub Pop Records,Warner,2015,1,2,84,54
Sub Pop Records,Warner,2017,1,1,91,175
Subterrane Records,Other,1983,1,1,85,85
Subterrane Records,Other,1984,1,1,91,176
Success,Other,1963,1,1,98,98
Success,Other,1965,1,2,93,191
Sue Records,Other,1960,2,2,148,148
Sue Records,Other,1961,2,2,174,322
Sugar,Other,1999,1,1,97,97
Sugar Hill Records,Other,1999,1,1,-97,-97
Sugar Hill Records,Other,2001,2,2,-20,-117
Sugar Hill Records,Other,2002,1,2,83,-34
Sugar Hill Records,Other,2004,1,2,-60,3
Sugar Hill Records,Other,2005,1,2,84,87
Sugar Hill Records,Other,2008,1,3,40,64
Sugar Hill Records,Other,2010,1,1,41,81
Sugar Hill Records,Other,2012,1,1,-11,70
Sum Records,Other,1998,1,1,92,92
Sum Records,Other,2001,1,2,100,192
Sumerian Records,Other,2006,1,1,-63,-63
Sumerian Records,Other,2009,1,2,-69,-132
Sumerian Records,Other,2011,1,1,92,23
Sumerian Records,Other,2013,1,2,98,121
Sun,Other,1961,1,1,8,8
Sun,Other,1964,1,2,100,108
Sundance Music,Other,1967,1,1,96,96
Sundazed Music,Other,1962,1,1,94,94
Sundazed Music,Other,1963,2,3,195,289
Sundazed Music,Other,1965,1,4,99,388
Sundazed Music,Other,1966,3,7,266,654
Sundazed Music,Other,1967,2,7,196,756
Sunflower Records,Other,1970,1,1,-26,-26
Sunflower Records,Other,1971,1,1,-53,-79
Sunnyview Records,Other,1975,2,2,200,200
Sunset Blvd Records,Other,1967,1,1,31,31
Super Sonic,Other,1976,1,1,96,96
Superclose,Other,2009,1,1,80,80
Superfecta Recordings,Other,1983,1,1,67,67
Suretone Records,Universal,2006,1,1,97,97
Suretone Records,Universal,2007,1,2,84,181
Sussex,Other,1970,1,1,94,94
Sussex,Other,1972,1,2,97,191
Sutra Records,Other,1985,1,1,53,53
Suzy,Other,1979,1,1,94,94
Swan Records,Other,1959,1,1,95,95
Sweet City,Other,1976,1,1,96,96
Swervo,Other,2018,1,1,86,86
SwishaBlast Entertainment,Other,2005,1,1,98,98
Swishahouse,Other,2005,1,1,98,98
Syco Entertainment,Other,2017,1,1,100,100
Syco Music,Other,2012,2,2,190,190
Syco Music,Other,2013,2,4,119,309
Syco Music,Other,2014,1,4,61,370
Syco Music,Other,2016,2,5,194,564
Syco Music,Other,2017,1,4,95,469
Syco Music,Other,2020,1,4,92,381
Symbol Records,Other,1963,1,1,94,94
S‐Curve Records,Other,2004,1,1,90,90
S‐Curve Records,Other,2011,1,1,48,48
T-Bones Records,Other,2001,1,1,91,91
T-Neck,Other,1969,1,1,79,79
T-Neck,Other,1971,1,1,30,109
T-Neck,Other,1973,1,1,93,202
T-Neck,Other,1998,1,1,86,86
T.K. Disco,Other,1977,1,1,83,83
T.K. Records,Other,1975,2,2,200,200
T.K. Records,Other,1977,1,3,83,283
T.U.G. Entertainment,Other,2002,1,1,91,91
T.U.G. Entertainment,Other,2005,1,2,88,179
T.U.G. Entertainment,Other,2007,1,1,96,184
TNT Recordings,Other,1993,1,1,90,90
TOY’S FACTORY,Other,2008,1,1,85,85
TP4 Music,Other,1963,2,2,200,200
TRIPLE VISION entertainment,Other,2009,1,1,-69,-69
TRIPLE VISION entertainment,Other,2011,1,1,92,23
TSG Records,Other,1958,1,1,100,100
TSNMI,Other,2016,1,1,16,16
TSNMI,Other,2017,1,1,98,114
TSNMI,Other,2019,1,1,34,148
TSNMI,Other,2020,1,1,33,181
TSNMI,Other,2025,1,1,95,95
TVT Records,Sony,2000,1,1,93,93
TVT Records,Sony,2001,1,2,58,151
TVT Records,Sony,2002,1,2,87,238
TVT Records,Sony,2003,2,3,198,436
TVT Records,Sony,2004,3,4,256,692
TVT Records,Sony,2005,1,3,76,675
TVT Records,Sony,2006,1,3,84,701
TVT Records,Sony,2007,1,3,51,665
TVT Records,Sony,2009,1,2,-99,112
TVT Soundtrax,Other,1998,1,1,22,22
Tachika Records,Other,1975,1,1,81,81
Tamla,Other,1961,1,1,100,100
Tamla,Other,1962,1,2,55,155
Tamla,Other,1963,1,2,91,246
Tamla,Other,1964,1,3,72,318
Tamla,Other,1966,1,3,35,253
Tamla,Other,1967,2,4,129,327
Tamla,Other,1968,2,4,132,368
Tamla,Other,1969,2,4,135,431
Tamla,Other,1970,2,4,60,491
Tamla,Other,1971,1,3,39,495
Tamla Motown,Other,1966,2,2,183,183
Tamla Motown,Other,1968,1,3,38,221
Tamla Motown,Other,1969,2,4,-15,206
Tamla Motown,Other,1970,1,5,96,302
Tamla Motown,Other,1971,1,4,97,216
Tamla Motown,Other,1972,1,4,96,312
Tamla Motown,Other,1973,1,5,1,275
Tamla Motown,Other,1974,1,4,79,369
Tan Cressida,Other,2013,1,1,96,96
Taylor Gang,Other,2011,1,1,99,99
Taylor Swift,Other,2006,1,1,61,61
Taylor Swift,Other,2007,1,1,88,149
Taylor Swift,Other,2008,1,1,91,240
Taylor Swift,Other,2012,1,2,69,160
Taylor Swift,Other,2019,1,1,99,99
Taylor Swift,Other,2023,1,2,99,198
Taylor Swift,Other,2024,1,2,93,192
Teal Records,Other,1958,1,1,56,56
Team Love,Other,2006,1,1,13,13
Teamwrk Records,Other,2021,1,1,95,95
TeenAger Records,Other,1960,1,1,94,94
Tempo Music Investments,Other,2010,1,1,98,98
Tempo Music Investments,Other,2014,1,2,-38,60
Ten Point Productions,Other,2001,1,1,56,56
Tha Alumni,Other,2012,1,1,81,81
Tha Alumni Music Group,Other,2012,1,1,81,81
Tha Lights Global,Other,2016,2,2,192,192
Tha Lights Global,Other,2017,1,3,98,290
Tha Row Records,Other,2003,1,1,32,32
The Bicycle Music Company,Other,1999,1,1,100,100
The Bicycle Music Company,Other,2004,1,1,96,96
The Bicycle Music Company,Other,2007,1,2,15,111
The Boardwalk Entertainment Co,Other,1982,1,1,94,94
The Brothers Organisation,Other,1990,1,1,32,32
The Darkroom,Other,2017,1,1,87,87
The Darkroom,Other,2018,1,1,60,147
The Darkroom,Other,2019,1,1,100,247
The Entertainers,Other,1965,1,1,96,96
The Forefront Communications Group,Other,1995,1,1,85,85
The Goldmind,Other,2002,1,1,93,93
The Grapevine Label,Other,1999,1,1,-1,-1
The Grapevine Label,Other,2000,1,2,46,45
The Hit Label,Other,1996,1,1,98,98
The Hit Label,Other,1997,1,1,99,197
The Inc. Records,Other,2007,1,1,99,99
The Island Def Jam Music Group,Universal,1989,1,1,70,70
The Island Def Jam Music Group,Universal,1998,1,1,36,36
The Island Def Jam Music Group,Universal,2001,1,2,78,114
The Island Def Jam Music Group,Universal,2002,1,3,33,147
The Island Def Jam Music Group,Universal,2009,2,2,193,193
The Island Def Jam Music Group,Universal,2010,1,3,96,289
The Island Def Jam Music Group,Universal,2011,1,4,100,389
The Island Def Jam Music Group,Universal,2012,1,5,95,484
The Label Group,Other,2009,1,1,100,100
The Media Champ,Other,1982,1,1,100,100
The Orchard,Sony,2004,1,1,98,98
The Orchard,Sony,2006,1,2,84,182
The Orchard,Sony,2020,1,1,91,91
The Restoration Project,Other,1963,1,1,98,98
The Right Stuff,Other,1971,2,2,74,74
The Right Stuff,Other,1977,1,1,36,36
The Right Stuff,Other,1978,1,1,24,60
The Rocket Record Company,Other,1975,1,1,27,27
The Rocket Record Company,Other,1976,1,2,95,122
The Swingin’ Pig Records,Other,1966,1,1,70,70
The Valory Music Co.,Other,2009,1,1,91,91
The Valory Music Co.,Other,2010,1,2,97,188
The Valory Music Co.,Other,2013,1,3,95,283
The Valory Music Co.,Other,2017,1,2,62,157
Then We Take the World,Other,2016,1,1,98,98
Think Differently Music,Other,1997,1,1,97,97
Third Man Records,Other,2006,1,1,94,94
Third Man Records,Other,2012,1,1,100,100
Thirty Knots,Other,2022,2,2,194,194
Thirty Tigers,Other,1999,1,1,-96,-96
Thirty Tigers,Other,2008,1,1,-74,-74
Thirty Tigers,Other,2015,1,1,95,95
Thirty Tigers,Other,2017,1,2,97,192
Threat Records,Other,1975,1,1,100,100
Tiger Electronics,Other,2002,1,1,91,91
Time Bomb Recordings,Other,1998,1,1,-20,-20
Time Bomb Recordings,Other,2007,1,1,15,15
Time Music International Limited,Other,1961,1,1,43,43
Time Records,Sony,1959,1,1,95,95
Time-Life Records,Other,1969,1,1,97,97
Tin Pan Apple,Other,1985,1,1,38,38
Tiny Evil,Other,2004,1,1,95,95
Title Tunnes Records,Other,1980,1,1,96,96
Todd,Other,1962,1,1,93,93
Todo Mundo,Other,2009,1,1,-73,-73
Todo Mundo,Other,2010,1,1,5,-68
Todo Mundo,Other,2012,2,2,156,88
Todo Mundo,Other,2018,1,1,98,98
Tommy Boy,Other,1987,1,1,100,100
Tommy Boy,Other,1988,1,2,98,198
Tommy Boy,Other,1991,1,3,95,293
Tommy Boy,Other,1994,1,2,98,193
Tommy Boy,Other,1996,1,2,88,186
Tommy Boy,Other,1998,1,3,92,278
Tommy Boy,Other,2000,1,2,92,272
Tommy Boy,Other,2006,1,1,25,25
Tommy Boy,Other,2008,1,1,-96,-71
Tommy Boy Music,Other,1994,1,1,98,98
Tommy Boy Silver Label,Other,1988,1,1,98,98
Tooth & Nail Records,Other,2004,1,1,0,0
Tooth & Nail Records,Other,2005,1,2,-43,-43
Tooth & Nail Records,Other,2006,1,2,99,56
Tooth & Nail Records,Other,2007,1,2,82,138
Top Dawg Entertainment,Universal,2011,1,1,1,1
Top Dawg Entertainment,Universal,2012,1,1,-10,-9
Top Dawg Entertainment,Universal,2014,1,1,100,91
Top Dawg Entertainment,Universal,2017,2,3,167,267
Top Dawg Entertainment,Universal,2021,1,3,94,261
Top Dawg Entertainment,Universal,2023,1,2,72,166
Top Dawg Entertainment,Universal,2024,1,2,91,257
Top Dawg Entertainment,Universal,2025,1,2,92,349
Top Dawg Productions,Other,2004,1,1,96,96
Top Dog Records,Other,1999,1,1,97,97
Top Dog Records,Other,2000,1,2,94,191
Top Dog Records,Other,2001,1,2,96,287
Top Music IP,Other,2016,1,1,93,93
Top Music International Ltd.,Other,1970,1,1,97,97
Top Rank International,Other,1960,2,2,149,149
Tornado Records,Other,2019,1,1,92,92
Total Smash,Other,2008,1,1,96,96
Tower,Other,1965,1,1,93,93
Trace,Other,1962,1,1,84,84
Trace Trading,Other,1965,1,1,94,94
Track Masters,Other,1997,1,1,97,97
Track Record,Other,1967,1,1,92,92
Track Record,Other,1968,1,2,99,191
Traffic Inc.,Other,2015,1,1,84,84
Traffic Inc.,Other,2017,1,2,88,172
Traffic Records,Other,2011,1,1,59,59
Trans Continental Records,Other,1999,1,1,98,98
Transgressive Records,Other,2007,1,1,99,99
Trapsoul,Other,2015,1,1,93,93
Trauma Records,Other,1995,1,1,78,78
Treasury Collection,Other,1974,1,1,100,100
Treasury Collection,Other,1977,1,2,99,199
Treat Baker Music Inc.,Other,1997,1,1,33,33
Tri-Phi Records,Other,1961,1,1,10,10
Triad Records,Other,1992,1,1,19,19
Trill Entertainment,Other,2005,1,1,93,93
Trill Entertainment,Other,2014,1,1,9,9
Trippy Music,Other,2000,1,1,-75,-75
Trocadero Records,Other,1966,1,1,99,99
Tsunami Mob,Other,2015,1,1,65,65
Tsunami Mob,Other,2017,1,1,98,163
Tuff,Other,1963,1,1,99,99
Tug Records,Other,1991,1,1,100,100
Twilight Records,Other,2012,1,1,85,85
Twilight Records,Other,2014,1,2,92,177
U.S.A. Records,Other,1966,1,1,100,100
UK Records,Other,1974,1,1,97,97
UMC,Other,1971,1,1,97,97
UMC,Other,1983,1,1,89,89
UMC,Other,1984,1,2,37,126
UMC,Other,1985,1,3,60,186
UMC,Other,1987,2,4,148,334
UMC,Other,1989,1,4,92,300
UMC,Other,1997,1,1,100,100
UMC,Other,2004,1,1,56,56
UMC,Other,2012,1,1,95,95
UMC,Other,2013,1,2,90,185
UMC,Other,2014,1,3,99,284
UMG,Other,2000,1,1,85,85
UMG Recordings,Other,2014,1,1,90,90
UMGRI Interscope,Other,2018,2,2,192,192
UMe,Other,1975,1,1,81,81
UMe,Other,1989,1,1,70,70
UMe,Other,1997,1,1,82,82
UMe,Other,2000,1,2,96,178
UMe,Other,2006,1,1,99,99
UMe,Other,2024,1,1,99,99
UMe Digital,Other,2020,1,1,92,92
UNI Records,Other,1962,1,1,93,93
UNI Records,Other,1968,1,1,100,100
UNI Records,Other,1969,1,2,19,119
UNI Records,Other,1976,1,1,100,100
UNIVERSAL J,Other,2020,1,1,99,99
URBAN,Other,2002,1,1,87,87
URBAN,Other,2017,1,1,95,95
URBAN,Other,2020,1,1,98,193
USM JAPAN,Other,1981,1,1,-50,-50
UTC Wired,Other,2001,1,1,96,96
UTV Records,Other,2001,1,1,-85,-85
Ultra Records,Sony,2007,1,1,95,95
Ultra Records,Sony,2010,1,2,54,149
Ultra Records,Sony,2011,2,4,-55,94
Ultra Records,Sony,2015,2,3,167,112
Unauthorized Entertainment,Other,2015,1,1,92,92
Undeas Recording,Other,1997,3,3,285,285
Uni/Motown,Other,2003,1,1,50,50
Unidisc,Other,1973,1,1,90,90
Unidisc,Other,1976,1,2,-88,2
Unidisc,Other,1979,1,1,-45,-133
Unidisc,Other,1980,1,2,91,-42
Unidisc,Other,1981,1,3,100,146
Union Records,Other,1962,1,1,70,70
United,Other,1970,1,1,-92,-92
United Artists,Other,1959,1,1,91,91
United Artists,Other,1961,1,2,100,191
United Artists,Other,1962,3,5,292,483
United Artists,Other,1963,2,7,194,677
United Artists,Other,1964,2,8,184,770
United Artists,Other,1965,1,9,93,863
United Artists,Other,1969,1,2,82,175
United Artists,Other,1971,1,2,98,180
United Artists,Other,1973,1,3,45,225
United Artists,Other,1974,1,2,91,234
United Artists,Other,1976,1,2,99,235
United Artists,Other,1977,1,3,100,335
United Masters,Other,2024,1,1,93,93
Universal,Universal,1967,2,2,16,16
Universal,Universal,1970,1,3,74,90
Universal,Universal,1975,2,2,110,110
Universal,Universal,1979,1,3,76,186
Universal,Universal,1982,1,2,78,154
Universal,Universal,1985,1,2,98,176
Universal,Universal,1992,1,1,43,43
Universal,Universal,1997,1,1,99,99
Universal,Universal,1999,1,2,-78,21
Universal,Universal,2001,1,3,98,119
Universal,Universal,2004,5,6,278,376
Universal,Universal,2005,2,8,142,518
Universal,Universal,2006,1,8,94,514
Universal,Universal,2007,1,9,96,610
Universal,Universal,2008,1,10,88,698
Universal,Universal,2010,2,5,189,467
Universal,Universal,2011,3,7,177,550
Universal,Universal,2012,1,7,94,548
Universal,Universal,2014,4,10,357,817
Universal,Universal,2015,1,9,97,725
Universal,Universal,2016,1,7,97,645
Universal,Universal,2020,1,2,91,188
Universal Digital Enterprises,Other,1958,1,1,96,96
Universal International,Universal,2004,1,1,40,40
Universal International,Universal,2015,1,1,92,92
Universal Island Records,Other,2007,2,2,155,155
Universal Island Records,Other,2009,1,3,100,255
Universal Island Records,Other,2010,1,4,92,347
Universal Island Records,Other,2011,1,5,10,357
Universal Island Records,Other,2012,1,4,94,296
Universal Island Records,Other,2013,1,5,96,392
Universal Motown,Other,1967,1,1,95,95
Universal Motown,Other,1973,1,1,57,57
Universal Motown,Other,1974,1,1,85,142
Universal Motown,Other,1983,1,1,83,83
Universal Motown,Other,1985,1,1,98,181
Universal Motown,Other,2000,1,1,94,94
Universal Motown,Other,2006,1,1,72,72
Universal Motown,Other,2007,5,5,377,449
Universal Motown,Other,2009,2,6,162,611
Universal Motown,Other,2011,2,8,189,728
Universal Music,Other,1966,1,1,73,73
Universal Music,Other,1971,1,1,51,51
Universal Music,Other,1975,1,2,57,108
Universal Music,Other,1999,1,1,99,99
Universal Music,Other,2003,2,3,188,287
Universal Music,Other,2004,1,3,40,228
Universal Music,Other,2006,1,3,54,282
Universal Music,Other,2007,2,5,183,465
Universal Music,Other,2009,2,5,157,394
Universal Music,Other,2011,3,7,92,432
Universal Music,Other,2012,2,7,156,405
Universal Music,Other,2013,4,10,374,779
Universal Music,Other,2014,3,11,291,913
Universal Music,Other,2015,1,12,6,919
Universal Music,Other,2016,2,11,186,1013
Universal Music,Other,2017,3,13,188,1045
Universal Music AB,Other,1971,1,1,95,95
Universal Music Australia,Universal,2012,1,1,67,67
Universal Music B.V.,Other,1964,1,1,74,74
Universal Music Canada,Universal,1998,1,1,92,92
Universal Music Canada,Universal,2024,1,1,98,98
Universal Music Domestic Division,Universal,2006,1,1,54,54
Universal Music France,Universal,2011,1,1,100,100
Universal Music France,Universal,2018,2,2,118,118
Universal Music Group,Other,1967,1,1,73,73
Universal Music Group,Other,1981,1,1,-30,-30
Universal Music Group,Other,1983,1,2,32,2
Universal Music Group,Other,1984,1,2,37,39
Universal Music Group,Other,1999,1,1,79,79
Universal Music Group,Other,2004,1,1,69,69
Universal Music Group,Other,2006,1,2,94,163
Universal Music Group,Other,2009,1,2,94,188
Universal Music Group,Other,2012,1,2,-41,53
Universal Music Group,Other,2013,1,2,92,145
Universal Music Group,Other,2014,2,3,194,245
Universal Music Group,Other,2015,1,4,17,262
Universal Music Group,Other,2016,1,5,99,361
Universal Music Group,Other,2018,1,4,86,396
Universal Music Group,Other,2019,1,3,47,249
Universal Music Group,Other,2020,1,4,98,330
Universal Music Group International,Other,1979,1,1,80,80
Universal Music Group International,Other,1983,1,2,100,180
Universal Music Group International,Other,2009,1,1,91,91
Universal Music Group International,Other,2012,1,2,91,182
Universal Music Group International,Other,2013,1,3,100,282
Universal Music Hong Kong,Universal,2011,1,1,95,95
Universal Music Latino,Universal,1994,1,1,72,72
Universal Music Latino,Universal,1995,1,1,100,172
Universal Music Latino,Universal,2017,1,1,-91,-91
Universal Music Latino,Universal,2018,2,3,145,54
Universal Music Latino,Universal,2019,3,4,231,285
Universal Music Latino,Universal,2021,1,4,81,366
Universal Music México,Other,2015,1,1,17,17
Universal Music New Zealand,Universal,2013,1,1,98,98
Universal Music Recordings,Universal,1983,2,2,121,121
Universal Music Recordings,Universal,2013,1,1,90,90
Universal Music Russia,Universal,2006,1,1,97,97
Universal Music Strategic Marketing,Universal,1984,1,1,57,57
Universal Music Taiwan,Universal,2018,1,1,-2,-2
Universal Records,Warner,1964,1,1,100,100
Universal Records,Warner,1996,2,2,192,192
Universal Records,Warner,1997,2,4,194,386
Universal Records,Warner,1998,1,5,92,478
Universal Records,Warner,1999,2,7,180,658
Universal Records,Warner,2000,4,10,310,968
Universal Records,Warner,2001,3,11,203,979
Universal Records,Warner,2002,1,10,100,885
Universal Records,Warner,2003,4,13,329,1122
Universal Records,Warner,2004,8,19,585,1527
Universal Records,Warner,2005,4,19,313,1530
Universal Records,Warner,2006,3,18,268,1595
Universal Records,Warner,2007,2,18,91,1586
Universal Records,Warner,2009,1,8,100,772
Universal Records,Warner,2012,1,2,93,193
Universal Records,Warner,2014,1,2,94,187
Universal Records,Warner,2016,1,3,93,280
Universal Republic Records,Universal,2000,1,1,98,98
Universal Republic Records,Universal,2006,2,2,166,166
Universal Republic Records,Universal,2007,2,4,195,361
Universal Republic Records,Universal,2008,1,5,88,449
Universal Republic Records,Universal,2009,1,6,88,537
Universal Republic Records,Universal,2010,2,7,189,726
Universal Republic Records,Universal,2011,5,9,465,1025
Universal Republic Records,Universal,2012,5,12,479,1309
Universal Republic Records,Universal,2013,1,13,100,1321
Universal South,Other,2002,2,2,126,126
Universal South,Other,2003,1,3,91,217
Universal South,Other,2004,1,3,78,295
Universal South,Other,2005,1,3,94,389
Universal Victor,Other,1999,1,1,100,100
Universe,Other,1970,1,1,68,68
University Records,Other,1960,1,1,92,92
Up/Down Records,Other,2011,1,1,93,93
Upbeat Records,Other,2011,1,1,100,100
Uptown Records,Universal,1991,1,1,83,83
Uptown Records,Universal,1992,2,2,185,268
Uptown Records,Universal,1993,1,2,97,365
Uptown Records,Universal,1994,1,2,98,463
